ID,State_FIPS,Name,Region_type,State,diversity_2012,diversity_2013,diversity_2014,diversity_2015
3799,37,Remainder of North Carolina,North,North Carolina,0.7312261965290602,0.7261368069531337,0.7160695697999804,0.7299754206644243
3801,38,Bismarck,MSA,North Dakota,0.4310595051969955,0.41928628185890887,0.42591304772754873,0.42549567419038714
3899,38,Remainder of North Dakota,North,North Dakota,0.5339923248741203,0.5319010026667117,0.5184099748445672,0.5315931204217024
3903,39,Cleveland,CSA,Ohio,0.5647323571093237,0.5655001981586225,0.5665008284169559,0.572442064490766
3903,39,Akron,CSA,Ohio,0.5647323571093237,0.5655001981586225,0.5665008284169559,0.572442064490766
3903,39,Canton,CSA,Ohio,0.5647323571093237,0.5655001981586225,0.5665008284169559,0.572442064490766
3904,39,Columbus,CSA,Ohio,0.5178789793767526,0.5156756225186103,0.5183005544270399,0.5163693824182266
3904,39,Marion,CSA,Ohio,0.5178789793767526,0.5156756225186103,0.5183005544270399,0.5163693824182266
3904,39,Zanesville,CSA,Ohio,0.5178789793767526,0.5156756225186103,0.5183005544270399,0.5163693824182266
3905,39,Dayton,CSA,Ohio,0.5342418139003662,0.5275469085441753,0.554195901210858,0.5365295793979545
3905,39,Springfield,CSA,Ohio,0.5342418139003662,0.5275469085441753,0.554195901210858,0.5365295793979545
3905,39,Sidney,CSA,Ohio,0.5342418139003662,0.5275469085441753,0.554195901210858,0.5365295793979545
3906,39,Findlay,CSA,Ohio,0.518888776567586,0.5226041230784859,0.528511585615054,0.5288345291717162
3906,39,Tiffin,CSA,Ohio,0.518888776567586,0.5226041230784859,0.528511585615054,0.5288345291717162
3907,39,Lima,CSA,Ohio,0.5971548501738488,0.5986636545352356,0.6154410049473706,0.6128865956839268
3907,39,Van Wert,CSA,Ohio,0.5971548501738488,0.5986636545352356,0.6154410049473706,0.6128865956839268
3907,39,Celina,CSA,Ohio,0.5971548501738488,0.5986636545352356,0.6154410049473706,0.6128865956839268
3908,39,Mansfield,CSA,Ohio,0.539083430354581,0.5429464764871625,0.5464834425187608,0.5488035637049575
3908,39,Ashland,CSA,Ohio,0.539083430354581,0.5429464764871625,0.5464834425187608,0.5488035637049575
3908,39,Bucyrus,CSA,Ohio,0.539083430354581,0.5429464764871625,0.5464834425187608,0.5488035637049575
3909,39,Parkersburg,CSA,Ohio,0.43782920841277384,0.43989174756027527,0.4419615724702415,0.4439692804898236
3909,39,Marietta,CSA,Ohio,0.43782920841277384,0.43989174756027527,0.4419615724702415,0.4439692804898236
3909,39,Vienna,CSA,Ohio,0.43782920841277384,0.43989174756027527,0.4419615724702415,0.4439692804898236
